text,compound,label
"inu mejelang rh baru aku udah sakit bulan paksyarat terkunci aku bukankan diarternatipmasuk karntor pulusi masuk tukan bekel berusaha sembuh habis dr bedah mulut sata halo tampa sepiker hali siapa disini yg tau aternatip menyembuhkan tubuhku sakit buk rulis mas bak yg cocok pak desa mentoro pansmdai banget tau aku baru sembuh jatung tau parah kali terapi sama dibekam hasilnya indah sekali",-0.6,0
,0,1
"gojek termasuk gofood menerapkan edit bahasa menu ulasan masak ngulas makanan yg beli aja nulis karya ilmiah pakai kaidah puebi kbbi tdk campur bahasa indonesia inggris istilah prokem bahasa daerahalah emak ribet banget aturannya jadinya malas ngulastrus berimbas malas kasih bintanghayo siapa yg rugi",-1,0
"bagus sangat membantu",0.5,2
"bagus suka sekali mantap",1.5,2
"good bgt lah voc sama promonya ga kya merek sblah",0,1
baik,0.5,2
"good apps",0,1
,0,1
"gojek penah daftar ktp sekarang daftar ktp jangan keamanan data terjaga hilang backup hack hacker apa tanggung jawab pihak gojek pakai gopay data ktp jaga ujung registrasi ktp tingkat keamanan backup server buruk tak bermutu server perbanyak jangan iklan perbanyak sdm tak bermutu iklan suara gojek sangat mengganggu",-0.9,0
"gk pesan terahir pesan buan kemaren katanya kendala",0,1
"baik se x n semuanya aman",0.5,2
,0,1
mantap,1,2
mantap,1,2
"adanya aplikasi memudahkan bertransportasi bertransaksi",0,1
good,0,1
"satu aplikasi seluruh kebutuhan",0,1
keren,0,1
"pas kaum mendang mendingsnoga sukses slalu gojek driver",0,1
"sekarang tiap driver jalan lokasi notifikasi muncul kalo pesen gofood benerbener ga keluar aplikasi karna ga bakal muncul notifikasi nya masa stay aplikasi terus kadang ga sinkron driver aplikasi diam jadi ribet kalau tiba tiba padahal aplikasi diam",-0.1,0
download,0,1
"makin lama makin gak jelas payleternya",0,1
memuaskan,0,1
good,0,1
good,0,1
"senang sekali",0,1
"teu bere gopay pinjam aing badot",0,1
"suka ganti alamat sendiri dah jadi gaenak sama driver jalan",0,1
memudahkan,0,1
"cukup baik",0.5,2
"aplikasi gak jelas gak pernah promo",0.6,2
bagus,0.5,2
"banyak orderan fiktif penjemputan jauh ongkos driver tdk sesuai banyak customer berulah biarkan bahkan order cancel dengn sepihak sengaja katanya bukan fiktif berarti sistem aturan gojek berat sebelah bobrok sistemnya yg pakai mod dasar aplikator pki kalian",0,1
,0,1
bagus,0.5,2
"bsa satset",0,1
bagus,0.5,2
"susah nyari driver",-0.6,0
keren,0,1
"saldo gopay kunjung kemarin",0,1
"terjangkau harga aman n cepat",0,1
"okeeh bangeddbonus promo nya buanyakmksh gojek",0.6,2
"gopay later yg baru bikin ribet ngga bayar cepat kaya yg dulu",0,1
"pesan gocar xl kapasitas orang datang gocar biasa kapasitas orang aplikasi menyebalkan klo ga kepepet males pakai gojek",0,1
"lama pakai gopay laatter skrg sdh tdk bs dipakai",0,1
baik,0.5,2
"pertahankan pelayanan maksimal",0,1
"banyak bug suka eror ngeblank berat mohon diperbaik",0,1
"gak pesen gocar pdhl lokasi gps udh hidup",0,1
"the best la",0,1
"selalu terbantu mager banyak diskon jugamantap",0,1
aman,0,1
"banyakin promo",0.6,2
"aplikasi sering blank",0,1
"layanan gofood skr lamasaya sbg konsumen skr kecewa",-0.4,0
"apa sih aplikasi bukannya mempermudah malah bikin emosi buka youtube yg lancar aja giliran buka gojek malah gk",0,1
membantu,0,1
bagus,0.5,2
"sangat membantu",0,1
"gk diupgrade nyusahin gk buat transfer jdi males pake gojekk gopay aku uninstal ajalah kalo gk perbaikan",0,1
"lemot bgt apk ampas",0,1
"tarif kompetitif gampang pesannya",0,1
"tepat waktu aman d jln",0,1
bagus,0.5,2
"mau pakai ngeblank gak order padahal sinyal lancar up date versi terbaru tambah ribet aja aplikasinya",0,1
"jelek gopay nya kadang gak tf rekening manapun tiba gangguan sistem lah lah gk kaya sebelah mau tf gak pake ribet justru malah makin ribetin kecewa sm aplikasi bukan nya makin berkembang malah makin buruk performa lu",-1.7,0
good,0,1
nice,0,1
mantap,1,2
"mantap lebih murah dri grab",1,2
"pokoknya puas pelayanannya",0.9,2
mantap,1,2
"diblokir padahal cuma beli geprek",0,1
its,0,1
,0,1
"buset ulasan dihapus apa",0,1
"terima kasih atas bantuannya min",0,1
mantab,0,1
mantap,1,2
l,0,1
"mantap pelayanannya",1,2
"saran jgn kebanyakan biaya lainnya",0,1
apiklah,0,1
"akun gojek tiba blokir padahal sedang pakai mohon bantuan nya",0,1
"very good",0,1
"insya allah selalu membantu pas mengutamakan kualitas",0,1
"sangat bermanfaat",0,1
"gopay later yg sdh lama ga dipakai selalu tulisan oops sedang perbaikan mending paylater yg dulu diupgrade mab semakin menurun",0,1
lumayan,0,1
"thank you",0,1
"drivernya lama",0,1
,0,1
,0,1
"oke keren",0,1
"dulu kasih rating tpsekarang kok pemakaian aplikasi ribet sinyal internet padahal bagus aplikasinya yg ribet akhirnya pake aolikasi yg mudah kapok",0.5,2
"akun driver gw sepi gk kayak biasanya kek gini moga cepet fix in",0,1
"gopay later udah lunasin eh malah diblokir ditelpon koperatif eh udah lunas malah blokirduh mau andelin malah nyebelin",0,1
"sering order yg perlu buru driver yg posisinya jauh padahal yg deket banyak pengaturannya gmna biar driver terdekat",0,1
"good mantab joss",0,1
"sangat memudahkan pesan online",0,1
mantap,1,2
"kalo gofood selalu diskon",0,1
"hayo gojek naikkan sahammu i yakin gojek berkembang pesat",0,1
"semenjak update terakhir aplikasi terasa berat banget sering error",0,1
"mau dipakai bayar gak gak berguna handphone aplikasi",0,1
top,0,1
"mantap buat apk gojek nya sayang gopaylatter punya sy sdh tdk digunakan dong admin sy pernah gopaylatter limit sdh tdk terima kasih gojek",1,2
"terusin promo go food nya harga nya manusiawi",0.6,2
"susah pakenya orang awam ribet kmren lihat histori malah cari driver rute kebalikan yg kmren",-0.6,0
"udah dicoba ngatur alamat lewat peta eh malah tulisan alamat rumah tetap salah malah ditulis masuk gang samping rumah jd gk brani pesen apapun",-0.5,0
"akun baru kasi voucher gofood dong",0,1
"sering terjadi ganguan payah lebih baik pake aplikasi sebelah selama gua pake hari engga pernah gangguan",0.5,2
"pesen go food gk kepastian nyangkut",0,1
"gimana ceritanya minkok gopaylater gak digunakan ngapain dinaikan limit nya kalau ujung nya gak digunakan",0,1
"banyak minuss update",0,1
"mantabb karya anak bangsa",0,1
dah,0,1
"apa dgn aplikasi gojek update malah ngawur aplikasinyalayanan gosend paket anter status nya msh ambildan paket sdh terima statusnya msh ambil map nya ngawurrrrr alamat tujuan jadi alamat pengirim jadi menyesal update",0,1
"update malah force close sendiri nih gimana min",0,1
"aplikasi gojek sangat membantu sekali",0,1
good,0,1
"semua driver nya skrg jd pengemis berkedok tarif goceng memang kalian divisi kantor gak membayar driver semestinya",0,1
"penyelesaian masalah baik pesanan lalu ditindak lanjuti pengembalian saldo terima kasih gojek",0.5,2
"aplikasi apaan g drive aplikasinyaa jelek sekali kayak taik",-0.6,0
"aplikasinya sangat mengecewakan",0,1
"pesanan mudah",0,1
"gojek emang matappp",0,1
bagus,0.5,2
"susah banget skg masuk apl gojeg",-0.6,0
"gojek memudahkan perjalananku",0,1
good,0,1
baik,0.5,2
tooooop,0,1
mantap,1,2
"sangat manusiawi selalu mendapatkan driver yg jauhjauh menunggu lama udah tahun pake gojek fix unistal",0,1
"membutuhkan gosend driver selalu cancel alasan kejauhan padahal map dekat",0,1
"gopaylater d gunakan padahal selalu bayar tepat waktusaya sangat kecewa aplikasi gojek sekarangmohon perbaiki sistemnya jangan mengecewakan custamer",-0.4,0
"susah banget masuknya otp gagal dikirim trs trs kalo daftar aja pake nomer yg sama ga trs maksudnya suruhh masuknya gimanaaa log in gabisa sign in gabisa",-1.1,0
"dong baru pakai bsa pnjam uang go jek",0,1
"gopaylater digunakan tokopediaada apa min maaf metode tersedia akun kamu minemang",0,1
"gopaylater digunakan sebelumnya lancar lancar aja nih pake gopaylater dah mau sebulan limit tersedia cuma muncul tulisan ooppsss sedikit gangguan",0,1
"kali seminggu dana kepotong pertama rb hr rb aplikasi versi terbaru yg masalah dgn koneksi internet",0,1
"sangat membantu",0,1
"selalu promo gofood",0.6,2
"mudah praktis",0,1
"mantaf siip",0,1
"martabaknya enak pengantaran cepat driver ramah",0,1
"dk ush bikin ajg duit awk ilang manjang pilat",0,1
oke,0,1
"dihapus bikin kecewa pelanggan pesan gofood dapet driver aja lama bannget hampir jam bahkan lebih sistem nya diperbaiki mau pelanggan tetap setia pakai aplikasi gojek terimakasih",-0.4,0
multifungsii,0,1
"sangat membantu berkalikali bukan cuma sekali",0,1
"oke banget fitur experience ditawarkan sangat memudahkan costumer",0,1
"sengaja mengapus gopay trus upgred lg k gopay plus mengapus tabungan gopay jago cara mengapus nya bagaimana terhubung lg akun yg lama",0,1
"sangat membantu",0,1
"mantap semoga makin sukses",1,2
"banyakin promo sistem tunai dong",0.6,2
good,0,1
"bintang tol",0,1
bagus,0.5,2
"sulit mendapatkan driver banyak masalah lainnya",-0.6,0
"good gojek indonesia",0,1
"mempermudah sya mau jln kmna ongkos terjangkau",0,1
oke,0,1
"lol aplikasi",0,1
membantu,0,1
sippp,0,1
"mau searching makanan gofood ngetik ayam aja ga muncul sama sekali menu tersedia restoran aneh aneh aja jadi susah mau nyari warung yg inginkan",-1.4,0
"sekarang rutenya ngasal kadang suruh nembus tembok nembus portal nyemplung kali lewat sawah perbaiki rutenya kasian driver nya",-0.1,0
"good aplication",0,1
"sangat membantu",0,1
sugoi,0,1
nice,0,1
"cepet ramah",0,1
"kok pas mesan kota tegal yah",0,1
"wowcepet banget driver sopan ramah",0,1
"halo bangkakak gojek jadi gini kan mau ganti pin nomor salah aktif jadi mau ganti nomor pin lupa mau ganti pin jadi mau nelpon service customer telpon dibilangnya nomor tuju sedang menerima panggilan bangkakak gojek k gopay ku",-0.5,0
,0,1
"mudah mendapatkan kendaraan",0,1
"payleter turun banget ga gunakan balikin sistem yg dl aja",0,1
"akun dulu sampe sekarang gak pernah laen aplikasi",0,1
"sangat membantu",0,1
puas,0.9,2
"mau masuk aplikasi gojek kok sulit",-0.6,0
,0,1
"pakai gojek lumayan membantu urusan jadi lebih mudah gak ribet",0,1
"akhir akhir susah banget dapet driver gocar entah sombong memang aplikasinya jelek banget beda banget sama aplikasi ijo sebelah yg garcep",-1.2,0
"sangan membantu",0,1
"good apk",0,1
"saran aplikasi gofood chat restojangan nunggu resto dulu baru chat customer",0,1
"gojek sangat membantu tranportasi gofood alhamdulillah makasih gojek",0,1
"sama black",0,1
"terus berinofasi lebih baik",0.5,2
ooke,0,1
,0,1
"sulit gunakan utk bayar gocar dibilang gak dana padahal banyak diisi tetap dibilang zong dana yg tersimpan gak begini sampe kemaleman aku jln thx",-0.6,0
"memudahkan semuanya",0,1
"kalo ngasih notif tuh gausah muncul dong gw main epep notif kepencet anjjjj",0,1
"sering sekali ngelag mengganggu diperbaiki",-0.8,0
godjoob,0,1
"lebih tingkatkan lg promo nya",0.6,2
"top baik",0.5,2
goodlah,0,1
"mantap sangat terbantu",1,2
"sangat baik responnya",0.5,2
"senang pakai gojek kalo promonya dibanyakin",0,1
"praktis nggk perlu keluar rumah kalo mau jajan",0,1
"ma nyus lah pokoke",0,1
good,0,1
"membantu sekali sangat bermanfaat",0,1
"terima kasih gojek udh menemani setahunku bekerja",0,1
terbaik,0,1
"sulit dapet driver",-0.6,0
"kok gk bosa dibukak yah asal mau bukak tiba keluar sendiri",0,1
"sekrang kok jauh lokasi pnjmputan bkin lma nunggumsak nunggu stgah jamini dprhatikan bagian admin biar penumpang kecewadg alasan ngedrop penumpang klu penumpang knp dtrima aja",0,1
"sy menggunakan aplikasi tiap kali memesan mkanan dr jakarta utk ortu sy manado semua lancar sprti yg diharapkan top",0,1
"oke punya",0,1
"puas pelayanan nya",0.9,2
"buruk sekali mitra mitra nya manja seneng batelin orderan sepihak jangkauannya luas merk sebelah",-0.6,0
"kasih bintang satu akhirakhir dibuka aplikasinya ntah apa sebabnya buka aplikasi pernah",0,1
"om bekerja gojek yah kasih rating",0,1
"sangat membatu sekali kaum rebahan mohon perbanyak gratis ongkir donksss",0,1
,0,1
nice,0,1
"trima kasih pelayananx",0,1
mantap,1,2
"maaf bintang dpet drivernya jauh mulu",0,1
"sejak migrasi goto payah gofood selalu tambahan biaya gaib entah pelayanan entah bungkus promo diskon selalu gopay later tiba akun dinonaktifkan pdhl dr findaya nominal paling tinggi gag pernah telat bayar bahkan bayar tanggalnya skrg tiba dinonaktifkan oke gpp bye goto gag g pake gojeknya potongan abangnya tyta tinggi sering banget driver gojek curhat potongan yg gag wajar",0.6,2
"coba aktif kan dulu",0,1
"penarikan k gak da mau menarik k x penarikan rugi biaya admin",-1,0
top,0,1
"aplikasi terbaik pemesanan alat transportasi",0,1
"lucu dikt limit dikit limitpdhl ga premprem ttp aja limit anehgausa pake ni apk gw saranin kalo mau saldo aman",0,1
"mantap lebih bagus kasih diskon",1.5,2
,0,1
"mlm jg alhamdulillah dpt gojeg",0,1
,0,1
"makasih udah bantu",0,1
siip,0,1
"sangat bagus",0.5,2
"terimah kasih sanggat membantu perjalanan",0,1
"memudahkan bepergian",0,1
"aplikasi gojek sekarang super bad kecewa",-0.4,0
"pelayanan kuramg bagus",0.5,2
"cari driver susah lama sekali pesan makanan telat lebih jam dibatalkan padahal driver estimasi waktu berubah sejak awal pesan",-0.6,0
mantapss,0,1
good,0,1
"lama bet cari driver nya sampe jm",0,1
niceee,0,1
"gojek sih gopay later nya sekarang ga gunakan padahal limit terus limit jadi turunpadahal udah bayar tagihan ga telat hadeuh payah aaahhh",0,1
"memudahkan kmna",0,1
"sangat puas",0.9,2
"semakin susah dipake",-0.6,0
"apk ajg",0,1
"sangat sangat membantu berguna",0,1
"sy beri dah beberapa x sy buka ngga",0,1
oke,0,1
"gojek sangat membantu bepergian",0,1
"susah dapet driver anj sampe basah kuyup",-0.6,0
nice,0,1
nagus,0,1
"cepat tangap",0,1
"gangguan mulu susah buka mulu aneh apa gangguan gojex nya",-1,0
,0,1
"mempermudah perjalanan",0,1
baik,0.5,2
"halo ka kalo total pengeluaran transaksi lebih bagus ka",0.5,2
"gopaylaternya gangguan terus yah gak gunakan nunggu berapa lama udah satu bulan lebih gangguan teruss gak gopaylaternya",0,1
"kok pay leter saldonya tdk dipakai transaksi padahal pembayaran bagus",0.5,2
"gojek semakin kesini ko makin susah order goshop sampe bosan menunggu berjam jam maaf kasih bintang kali",-0.6,0
"layanan gotux gak aplikasi gojek kalau mau nonton bioskop pesan tiketnya lewat gotix",0,1
"sip dah",0,1
"kalo hujan wassalam kaya kuburan ga driver sekarang byk banget vouchernya tp ga bikin bingung mending ga usah",0,1
mantab,0,1
"kalau gak perluperlu rasanya pingin uninstal aja aplikasi garagara buka aplikasi hp jadi ngehang selama beberapa menit udah tutup aplikasi paksa gak diupdate malah makin ngaco aplikasinya",0,1
"sangat bagus",0.5,2
"cape nungguin gofood malah mengalami kendala mencari driver mana udh nahan laper",0,1
"okee mantaapp",0,1
"sangat nyaman",0,1
"kali pesan dibatalkan sepihak menunggu lamaanak kelaparanyang terakhir pesan dibatalkan makanan datang saldo hilang",-0.3,0
"sakit perut maag kambuh nunggu gofood gak dateng dateng",0,1
"bagus sayang kalo hujan driver kayanya males kerja nyari driver paling dapet pas udah punya anak cucu",0.5,2
"pelayanan buruk driver gojek memberikan helm ugalan plat nomer berbeda tertera aplikasi komplain cs solusi sangat buruk gak berguna lapornke csgak dikasih solusi ternyata gojek cuma mementingkan mitra bisnis nya konsumen nya",-1.2,0
jos,0,1
mantappp,0,1
"aplikasi bagus",0.5,2
"aplikasi buruk pelayanan kurang dikala hujan macet",-0.6,0
"tarif gofood jadi naik drastis tiba tiba biasanya km cuma rb sekarang kok jadi rb pembaruan info sama skali jadi kesulitan mau order makanan",0,1
"sangat terbantu adanya aplikasi harapan semakin banyak promo diskon voucher pelanggannya",0.6,2
buruk,-0.6,0
mantap,1,2
"ko ga masuk sihpadahal sinyal bgus ko mau top up jdi ga bisaparah segera perbaiki lah",0,1
"plis kak aku pengen hapus akun gojek aku aja limit gopay later aku bikin aku shock terakhir pake gopay later tgl nov pas aku cek tagihan ga aku yakin aku udh bayar tagihan paylater jatuh tempo pas mau hapus akun gojek selalu kendala gopay later katanya tagihan saldo gopay udah aku kosongin pesanan perjalanan ga lah kak bantuinnnn",0,1
"sangat membantu banget",0,1
"lumayan okelah",0,1
mantap,1,2
"daerah tasikmalaya kesusahan pesan gofood goshop bilang km kejauhan gapapa bilangin abang gojeknya kalo ga butuh duit jangan daftar gojek nyusahin gojek kali lipet lebih mahal driver nya lebih ga butuh uang kalo gini terus jangan harap maju mohon maaf yg dulu suka banget aplikasi pengen gojek",-0.3,0
"cepat tanggap",0,1
oke,0,1
mantap,1,2
"pulang kantor masak eror nih sinyal aman update app udah kurang apa makin kesini makin aneh gojek semenjak tiktok beli saham tokopedia tang padahal saham berkontribusi goto sangat kecewa",-0.8,0
"aplikasinya bagus sangat membantu",0.5,2
"mencari driver yg ready lamaaaaaa jam lebih",0,1
bagus,0.5,2
,0,1
"pemesanan goraid diprbaiki prnah pesan driver tpi apkasi heng ahirnya driver nyangkut",0,1
"pesan food dgn mode hemat satu jam lebih kunjung mendapat driver",0,1
"transfer bank gabisa apk gajelas gw kasih tau jangan mau download dah ngerugiin",-0.3,0
"gimana pesan trus seenak batalin cari solusi apa maslh makananuntuk yg driver yg suka nolak beri sangsi",0,1
"menunggu driver kelamaan aplikasi melayani maksimal",0,1
"makin parah hujan hujan lapar pesen go food bukannya cepet nunggu lama sekali sekarang parah parah",-1.8,0
"ramah yaman",0,1
"sngt membantu",0,1
"aplikasi sering ngecrash search gofoodlokasi sering ngebug keluar masuk aplikasi",0,1
bagus,0.5,2
bagus,0.5,2
"drever beres",0,1
profesional,0,1
"gila tukang ojek arogan banget kalo censel pukul pelanggan gila si kata gue dong buat tukang ojek parung panjang belagu banget sombong",0,1
"gojeknya pemalas",0,1
good,0,1
"aplikasi sangat membantu bikin mudah",0,1
"lupa nomor pernah daftarkan aplikasi gojek menggunakan berbagai macam cara login pergi bantuan pengajuan lewat email dilakukan tetap jalan keluar jadi please dipermudah masuk akun gojek dipermudah masuk",0,1
